demand_total,demand_cv,lead_time_mean_days,lead_time_cv,eoq_mean,eoq_cv,interorder_time_mean_days,rop_mean,rop_cv,number_poi,under_time_pct,over_time_pct,normal_time_pct,under_logodds_vs_normal,over_logodds_vs_normal,log_demand_total,log_demand_cv,log_lead_time_mean,log_lead_time_cv,log_eoq_mean,log_eoq_cv,log_interorder_time_days,log_rop_mean,log_rop_cv
0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.8501476017100584,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99.9999787633743,2.1236625704047234e-05,0.0,20.723265625580133,5.363010205655192,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.295836866004329,-20.72326583694641,-20.72326583694641,3.295836866004329,-20.72326583694641
37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1,20.661332994594364,0.0,79.33866700540564,-1.3454616281628384,-20.491821266122766,3.6109179126442243,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.6109179126442243,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.295836866004329,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.99998812921962,1.1870780382728204e-05,0.0,20.7232657192386,4.785053805320054,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1,56.696379577353156,43.303620422646844,0.0,20.155806009165897,19.886331897312967,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.406719247264253,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99.99999201791245,7.982087556955188e-06,0.0,20.72326575812553,4.392235293166897,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.406719247264253,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.99995370404663,4.629595336330842e-05,0.0,20.72326537498677,6.139797336425405,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
79.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0,6.429995672612912e-05,99.99993570004328,0.0,6.4676980541496105,20.723265194946638,4.3694478524670215,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.828641396489095,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,21.750202546296293,17.0,0.0,5,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.079623069964725,2.833213344056216,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,17.500231481481478,17.0,0.0,3,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.862214108355213,2.833213344056216,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
97.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0,1.1128854214346851e-05,99.99998887114579,0.0,4.721071827540586,20.723265726657864,4.574710978503383,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.833213344056216,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,196.00081018518517,0.0,60.0,0.0,0.0,0.0,0.0,1,99.99998818977055,1.1810229453861922e-05,0.0,20.72326571984411,4.779982741823191,-20.72326583694641,-20.72326583694641,5.278118792819858,-20.72326583694641,4.0943445622221,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,224.00104166666668,30.0,1.0,2,99.99998966605442,1.0333945585162768e-05,0.0,20.72326573460695,4.647649582434277,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,5.411650702141847,3.4011973816621555,0.0
0.0,0.0,0.0,0.0,0.0,0.0,33.00023148148148,0.0,0.0,2,99.99999285554097,7.14445903263596e-06,0.0,20.723265766501818,4.282821998295824,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.496514576032226,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.0943445622221,-20.72326583694641
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.192842214424275,62.807157785575725,0.0,19.734211982821495,20.25816469700703,3.7612001156935624,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00013616261083636521,99.99986383738916,0.0,7.2171690788514775,20.723264476319375,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
86.0,0.0,0.0,0.0,0.0,0.0,10.000231481481482,129.0,0.0,2,9.40976673564653e-06,99.99999059023327,0.0,4.554904440927337,20.72326574384874,4.454347296253507,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.3026082408742794,4.859812404361672,-20.72326583694641
63.0,0.0,0.0,0.0,0.0,0.0,53.0005787037037,31.5,1.0,2,83.99996592624774,16.000034073752268,0.0,20.54891204535212,18.890686509055335,4.143134726391533,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.9703028324303165,3.449987545831587,0.0
0.0,0.0,42.000347222222224,0.0,4.0,0.0,0.0,0.0,0.0,1,99.99994488584757,5.511415243251823e-05,0.0,20.723265286804736,6.313804398063238,-20.72326583694641,-20.72326583694641,3.7376778854449624,-20.72326583694641,1.3862943611198906,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.650223963625315,47.349776036374685,0.0,20.08176614524863,19.975657742730757,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,157.50069444444443,1.3333333333333333,1.4142135623730951,3,46.03179688862359,53.96820311137641,0.0,19.947428047534977,20.106490694675514,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,5.059429867427043,0.28768207245178085,0.3465735902799727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59.6027799699413,40.3972200300587,0.0,20.20579786941057,19.816856624896086,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.454347296253507,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
9.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.267157493318484e-06,99.9999917328425,0.0,4.426899313283035,20.723265755274834,2.1972245773362196,-0.11778303565638351,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
9.0,0.0,0.0,0.0,0.0,0.0,188.00081018518517,31.0,1.0,2,0.44648822225329293,99.5535117777467,0.0,15.311753617982726,20.718790958372622,2.1972245773362196,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,5.236446272316329,3.4339872044851463,0.0
0.0,0.0,136.00046296296296,0.0,17.0,0.0,0.0,12.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,4.912658289869691,-20.72326583694641,2.833213344056216,-20.72326583694641,-20.72326583694641,2.4849066497880004,-20.72326583694641
39.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.261477635266951,51.42042678367638,44.31809558105666,-2.34177708768765,0.14864242967214653,3.6635616461296463,-0.3677247801253174,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,56.00023148148148,0.0,0.0,2,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.02535582432449,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,75.00034722222222,0.0,0.0,4,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.317492743155223,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,152.0005787037037,0.0,0.0,2,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,5.023884328100237,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7947553445334274e-05,0.0,99.99996205244655,-14.781843581650639,-20.723265458470806,3.6635616461296463,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0152654294709828e-05,99.9999898473457,0.0,4.6301217206367005,20.72326573641986,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,4.2626798770413155,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
